,location,total_sqft,bath,price,bhk
5418,NGR Layout,1020.0,2.0,48.45,2
5419,NGR Layout,1020.0,2.0,45.0,2
5420,NGR Layout,1019.0,2.0,45.9,2
5421,NGR Layout,1020.0,2.0,46.0,2
5422,NGR Layout,1020.0,2.0,48.45,2
5423,NGR Layout,1020.0,2.0,48.45,2
5424,NGR Layout,1021.0,2.0,46.0,2
5425,NGR Layout,1021.0,2.0,45.9,2
5426,NRI Layout,1565.0,2.0,75.0,3
5427,NRI Layout,2500.0,5.0,130.0,5
5428,NRI Layout,1060.0,2.0,35.0,2
5429,NRI Layout,1125.0,2.0,45.56,2
5430,NRI Layout,2150.0,4.0,115.0,4
5431,NRI Layout,1200.0,4.0,95.0,4
5432,NRI Layout,1250.0,2.0,75.0,2
5433,NRI Layout,1789.0,3.0,75.0,3
5434,NRI Layout,2400.0,2.0,125.0,2
5435,NRI Layout,2700.0,5.0,95.75,4
5436,Nagarbhavi,1630.0,2.0,98.0,3
5437,Nagarbhavi,1350.0,3.0,150.0,3
5438,Nagarbhavi,1200.0,2.0,150.0,2
5439,Nagarbhavi,2400.0,3.0,160.0,3
5440,Nagarbhavi,884.0,2.0,36.0,1
5441,Nagarbhavi,1055.0,2.0,55.0,2
5442,Nagarbhavi,1350.0,2.0,54.6,3
5443,Nagarbhavi,1223.0,2.0,60.0,2
5444,Nagarbhavi,956.0,2.0,49.0,2
5445,Nagarbhavi,1560.0,3.0,66.0,3
5446,Nagarbhavi,1200.0,2.0,150.0,2
5447,Nagarbhavi,1400.0,2.0,85.0,3
5448,Nagarbhavi,1515.0,2.0,79.0,3
5449,Nagarbhavi,1145.0,2.0,40.0,2
5450,Nagarbhavi,1250.0,3.0,175.0,4
5451,Nagarbhavi,710.0,2.0,40.0,1
5452,Nagarbhavi,1850.0,3.0,88.0,3
5453,Nagarbhavi,1212.0,2.0,50.0,2
5454,Nagarbhavi,1020.0,2.0,55.0,2
5455,Nagarbhavi,1850.0,3.0,90.0,3
5456,Nagarbhavi,1120.0,2.0,53.0,2
5457,Nagarbhavi,1850.0,2.0,88.0,3
5458,Nagarbhavi,1146.0,2.0,50.0,2
5459,Nagarbhavi,1850.0,2.0,89.0,3
5460,Nagarbhavi,1190.0,2.0,63.0,2
5461,Nagarbhavi,1050.0,2.0,80.0,2
5462,Nagarbhavi,2500.0,3.0,180.0,5
5463,Nagarbhavi,1050.0,3.0,175.0,3
5464,Nagarbhavi,1350.0,3.0,60.0,3
5465,Nagarbhavi,1250.0,3.0,170.0,2
5466,Nagarbhavi,1635.0,3.0,85.0,3
5467,Nagarbhavi,1400.0,2.0,135.0,3
5468,Nagarbhavi,2200.0,2.0,99.0,3
5469,Nagarbhavi,1100.0,2.0,46.2,2
5470,Nagarbhavi,1080.0,2.0,49.0,2
5471,Nagarbhavi,1800.0,3.0,180.0,4
5472,Nagarbhavi,1225.0,2.0,58.0,2
5473,Nagasandra,980.0,2.0,48.0,2
5474,Nagasandra,4050.0,5.0,140.0,5
5475,Nagasandra,1470.0,2.0,110.0,3
5476,Nagasandra,1310.0,3.0,95.0,4
5477,Nagasandra,2400.0,4.0,145.0,4
5478,Nagasandra,1650.0,3.0,95.0,3
5479,Nagasandra,1500.0,2.0,91.0,2
5480,Nagasandra,4000.0,8.0,160.0,8
5481,Nagavara,2172.65,3.0,120.0,4
5482,Nagavara,1545.0,2.0,58.0,3
5483,Nagavara,2319.0,3.0,180.0,3
5484,Nagavara,2430.0,4.0,180.0,3
5485,Nagavara,936.0,2.0,40.2,2
5486,Nagavara,1125.0,2.0,44.5,2
5487,Nagavara,1315.0,2.0,70.0,2
5488,Nagavara,1077.0,2.0,50.0,2
5489,Nagavara,2496.0,4.0,125.0,4
5490,Nagavara,1110.0,2.0,44.95,2
5491,Nagavara,1247.0,2.0,58.56,2
5492,Nagavarapalya,1392.0,2.0,99.0,2
5493,Nagavarapalya,1392.0,2.0,130.0,2
5494,Nagavarapalya,705.0,1.0,52.5,1
5495,Nagavarapalya,1300.0,3.0,80.0,3
5496,Nagavarapalya,705.0,1.0,57.0,1
5497,Nagavarapalya,705.0,1.0,55.0,1
5498,Nagavarapalya,705.0,1.0,57.0,1
5499,Nagavarapalya,646.0,1.0,25.84,1
5500,Nagavarapalya,1392.0,2.0,130.0,2
5501,Nagavarapalya,1335.0,2.0,110.0,2
5502,Nagavarapalya,1260.0,2.0,85.5,2
5503,Narayanapura,1308.0,2.0,89.04,2
5504,Narayanapura,1566.0,3.0,83.3,3
5505,Narayanapura,1308.0,2.0,92.66,2
5506,Narayanapura,1485.0,3.0,85.0,3
5507,Narayanapura,1302.0,2.0,69.1,2
5508,Narayanapura,1308.0,2.0,89.04,2
5509,Narayanapura,1469.0,2.0,99.14,2
5510,Neeladri Nagar,1053.0,2.0,45.0,2
5511,Neeladri Nagar,1363.0,2.0,68.0,2
5512,Neeladri Nagar,2556.0,3.0,133.0,3
5513,Neeladri Nagar,674.0,1.0,21.0,1
5514,Neeladri Nagar,527.0,1.0,26.0,1
5515,Neeladri Nagar,1167.0,2.0,38.0,3
5516,Neeladri Nagar,1060.0,2.0,35.0,2
5517,Neeladri Nagar,640.0,1.0,20.5,1
5518,Neeladri Nagar,4000.0,12.0,160.0,10
5519,Neeladri Nagar,1105.0,2.0,30.0,2
5520,Neeladri Nagar,1100.0,2.0,30.0,2
5521,Neeladri Nagar,2111.0,3.0,103.0,3
5522,Nehru Nagar,961.0,2.0,38.0,2
5523,Nehru Nagar,1775.0,3.0,110.0,3
5524,Nehru Nagar,2363.0,5.0,120.0,4
5525,Nehru Nagar,2342.0,3.0,115.0,4
5526,Nehru Nagar,967.0,2.0,41.1,2
5527,Nehru Nagar,1374.0,3.0,72.0,3
5528,Nehru Nagar,1674.0,3.0,90.0,3
5529,Nehru Nagar,1269.0,2.0,63.0,3
5530,Nehru Nagar,1100.0,2.0,50.0,2
5531,Nehru Nagar,1674.0,3.0,81.0,3
5532,OMBR Layout,2420.0,3.0,185.0,3
5533,OMBR Layout,1078.0,2.0,65.0,2
5534,OMBR Layout,1101.0,2.0,65.5,2
5535,OMBR Layout,1041.0,2.0,65.5,2
5536,OMBR Layout,1300.0,2.0,80.0,2
5537,OMBR Layout,1085.0,2.0,64.0,2
5538,OMBR Layout,1855.0,3.0,145.0,3
5539,OMBR Layout,1050.0,2.0,48.0,2
5540,OMBR Layout,1730.0,3.0,93.0,3
5541,OMBR Layout,1165.0,2.0,88.5,2
5542,OMBR Layout,1200.0,4.0,200.0,4
5543,OMBR Layout,1101.0,2.0,66.0,2
5544,OMBR Layout,1580.0,3.0,75.0,3
5545,Old Airport Road,2732.0,4.0,204.0,4
5546,Old Airport Road,1875.0,2.0,110.0,3
5547,Old Airport Road,3356.0,4.0,251.0,4
5548,Old Airport Road,1206.0,2.0,75.0,2
5549,Old Airport Road,2774.0,4.0,207.0,4
5550,Old Airport Road,2690.0,4.0,191.0,4
5551,Old Airport Road,2690.0,4.0,199.0,4
5552,Old Airport Road,1655.0,2.0,97.65,2
5553,Old Airport Road,1075.0,2.0,60.0,2
5554,Old Airport Road,1858.0,2.0,167.0,3
5555,Old Airport Road,1150.0,2.0,90.0,2
5556,Old Airport Road,2690.0,4.0,191.0,4
5557,Old Airport Road,2658.0,5.0,187.0,4
5558,Old Airport Road,946.0,2.0,58.0,2
5559,Old Airport Road,2774.0,4.0,208.0,4
5560,Old Airport Road,2774.0,4.0,208.0,4
5561,Old Airport Road,3200.0,4.0,280.0,4
5562,Old Airport Road,2690.0,4.0,201.0,4
5563,Old Airport Road,1050.0,2.0,50.0,2
5564,Old Airport Road,1145.0,2.0,75.0,2
5565,Old Airport Road,2732.0,4.0,194.0,4
5566,Old Airport Road,2658.0,5.0,189.0,4
5567,Old Airport Road,2774.0,4.0,197.0,4
5568,Old Airport Road,2392.0,3.0,249.0,3
5569,Old Airport Road,3496.0,4.0,262.0,4
5570,Old Airport Road,2774.0,4.0,197.0,4
5571,Old Airport Road,2732.0,4.0,204.0,4
5572,Old Airport Road,1798.0,3.0,150.0,3
5573,Old Airport Road,2774.0,4.0,208.0,4
5574,Old Airport Road,1184.0,2.0,78.0,2
5575,Old Airport Road,3504.0,4.0,262.0,4
5576,Old Airport Road,1055.0,2.0,75.0,2
5577,Old Madras Road,1425.0,2.0,94.0,3
5578,Old Madras Road,1350.0,3.0,54.54,3
5579,Old Madras Road,935.0,2.0,32.72,2
5580,Old Madras Road,3630.0,6.0,195.0,4
5581,Old Madras Road,1350.0,3.0,58.99,3
5582,Old Madras Road,1450.0,3.0,132.0,4
5583,Old Madras Road,935.0,2.0,45.0,2
5584,Old Madras Road,3715.0,6.0,200.5,4
5585,Old Madras Road,1720.0,3.0,100.0,3
5586,Old Madras Road,1200.0,2.0,72.0,2
5587,Old Madras Road,1225.0,2.0,53.55,2
5588,Old Madras Road,1100.0,2.0,70.0,2
5589,Old Madras Road,2760.0,5.0,157.0,3
5590,Old Madras Road,1171.0,2.0,75.0,2
5591,Old Madras Road,935.0,2.0,45.0,2
5592,Old Madras Road,2266.0,3.0,169.0,3
5593,Old Madras Road,2640.0,5.0,142.0,3
5594,Old Madras Road,1065.0,2.0,47.86,2
5595,Old Madras Road,1160.0,2.0,42.0,2
5596,Old Madras Road,2010.0,3.0,125.0,4
5597,Old Madras Road,2010.0,3.0,115.0,4
5598,Old Madras Road,1480.0,2.0,84.0,3
5599,Old Madras Road,1210.0,2.0,74.0,2
5600,Old Madras Road,1171.0,2.0,72.0,2
5601,Old Madras Road,3630.0,6.0,196.0,4
5602,Old Madras Road,1480.0,3.0,95.0,3
5603,Old Madras Road,1425.0,2.0,74.31,3
5604,Old Madras Road,1210.0,2.0,80.0,2
5605,Old Madras Road,1859.0,3.0,121.0,3
5606,Old Madras Road,2990.0,5.0,173.0,3
5607,Old Madras Road,1300.0,2.0,100.0,2
5608,Old Madras Road,1299.0,2.0,95.0,2
5609,Old Madras Road,3900.0,4.0,175.0,4
5610,Old Madras Road,2300.0,3.0,142.0,3
5611,Old Madras Road,1157.0,2.0,47.32,2
5612,Old Madras Road,3630.0,6.0,207.0,4
5613,Old Madras Road,1210.0,2.0,80.0,2
5614,Old Madras Road,1210.0,2.0,77.0,2
5615,Old Madras Road,2430.0,5.0,180.0,3
5616,Old Madras Road,1300.0,2.0,100.0,2
5617,Old Madras Road,935.0,2.0,32.0,2
5618,Old Madras Road,1330.0,2.0,74.0,2
5619,Old Madras Road,1720.0,3.0,106.0,3
5620,Old Madras Road,1157.0,2.0,47.32,2
5621,Old Madras Road,2640.0,5.0,150.0,3
5622,Old Madras Road,2990.0,3.0,170.0,3
5623,Old Madras Road,1530.0,3.0,76.34,3
5624,Old Madras Road,935.0,2.0,37.77,2
5625,Old Madras Road,1171.0,2.0,73.0,2
5626,Old Madras Road,1630.0,3.0,110.0,3
5627,Old Madras Road,1165.0,2.0,52.0,2
5628,Old Madras Road,2640.0,2.0,170.0,2
5629,Old Madras Road,1165.0,2.0,51.42,2
5630,Old Madras Road,935.0,2.0,32.72,2
5631,Old Madras Road,1211.0,2.0,45.0,2
5632,Padmanabhanagar,1736.0,6.0,190.0,4
5633,Padmanabhanagar,1020.0,2.0,63.0,2
5634,Padmanabhanagar,1176.0,2.0,62.0,2
5635,Padmanabhanagar,1258.0,2.0,115.0,2
5636,Padmanabhanagar,1708.0,2.0,90.5,3
5637,Padmanabhanagar,1100.0,2.0,65.0,2
5638,Padmanabhanagar,3400.0,3.0,210.0,4
5639,Padmanabhanagar,1500.0,2.0,200.0,3
5640,Padmanabhanagar,1531.0,2.0,75.0,3
5641,Padmanabhanagar,1400.0,3.0,65.0,3
5642,Padmanabhanagar,1360.0,2.0,75.0,3
5643,Padmanabhanagar,1200.0,2.0,60.0,2
5644,Padmanabhanagar,1710.0,2.0,90.63,3
5645,Padmanabhanagar,1000.0,1.0,90.0,2
5646,Padmanabhanagar,1067.0,2.0,52.0,2
5647,Padmanabhanagar,1250.0,2.0,70.0,3
5648,Padmanabhanagar,1150.0,2.0,45.0,2
5649,Padmanabhanagar,1350.0,3.0,71.55,3
5650,Padmanabhanagar,1360.0,3.0,75.0,3
5651,Padmanabhanagar,1100.0,2.0,60.0,2
5652,Padmanabhanagar,2051.0,3.0,180.0,3
5653,Padmanabhanagar,2051.0,3.0,170.0,3
5654,Padmanabhanagar,1150.0,2.0,50.0,2
5655,Pai Layout,1006.0,2.0,35.0,2
5656,Pai Layout,1550.0,2.0,90.0,3
5657,Pai Layout,1050.0,2.0,40.0,2
5658,Pai Layout,1400.0,2.0,67.0,3
5659,Pai Layout,1100.0,2.0,50.0,2
5660,Pai Layout,1255.0,2.0,80.0,2
5661,Pai Layout,1075.0,2.0,35.0,2
5662,Pai Layout,1400.0,2.0,57.5,2
5663,Pai Layout,1175.0,2.0,60.0,2
5664,Pai Layout,810.0,2.0,34.5,2
5665,Pai Layout,1000.0,2.0,34.0,2
5666,Pai Layout,1000.0,2.0,42.0,2
5667,Pai Layout,1068.0,2.0,48.0,2
5668,Pai Layout,1510.0,2.0,65.0,3
5669,Pai Layout,1500.0,2.0,58.0,3
5670,Pai Layout,1600.0,2.0,65.0,3
5671,Panathur,1359.0,2.0,87.0,2
5672,Panathur,1438.0,2.0,100.0,2
5673,Panathur,1695.0,3.0,90.0,3
5674,Panathur,1198.0,2.0,77.0,2
5675,Panathur,1180.0,2.0,70.0,2
5676,Panathur,1193.0,2.0,86.0,2
5677,Panathur,1546.0,3.0,99.0,3
5678,Panathur,1195.0,2.0,84.0,2
5679,Panathur,1370.0,2.0,75.0,3
5680,Panathur,1000.0,2.0,65.3,2
5681,Panathur,1109.0,2.0,63.0,2
5682,Panathur,1000.0,2.0,68.0,2
5683,Panathur,1199.0,2.0,85.0,2
5684,Panathur,1255.0,2.0,79.0,2
5685,Panathur,1205.0,2.0,62.9,2
5686,Panathur,1210.0,2.0,85.0,2
5687,Panathur,1198.0,2.0,82.0,2
5688,Panathur,1199.0,2.0,86.0,2
5689,Panathur,1235.0,2.0,65.0,2
5690,Panathur,1198.0,2.0,86.26,2
5691,Panathur,1210.0,2.0,80.0,2
5692,Panathur,1199.0,2.0,85.0,2
5693,Panathur,1210.0,2.0,77.0,2
5694,Panathur,1199.0,2.0,85.0,2
5695,Panathur,1210.0,2.0,78.0,2
5696,Panathur,1861.0,3.0,92.0,3
5697,Panathur,1050.0,2.0,60.0,2
5698,Panathur,1398.0,2.0,97.0,2
5699,Panathur,1065.0,2.0,58.0,2
5700,Panathur,1007.0,2.0,64.0,2
5701,Panathur,1210.0,2.0,77.93,2
5702,Panathur,1230.0,2.0,80.0,2
5703,Panathur,980.0,2.0,57.0,2
5704,Panathur,1075.0,2.0,60.0,2
5705,Panathur,1210.0,2.0,69.0,2
5706,Panathur,1343.0,2.0,76.0,2
5707,Parappana Agrahara,1194.0,2.0,47.0,2
5708,Parappana Agrahara,1194.0,2.0,47.0,2
5709,Parappana Agrahara,1194.0,2.0,46.0,2
5710,Parappana Agrahara,1194.0,2.0,47.0,2
5711,Parappana Agrahara,1194.0,2.0,46.0,2
5712,Parappana Agrahara,1194.0,2.0,47.0,2
5713,Parappana Agrahara,1194.0,2.0,47.0,2
5714,Parappana Agrahara,1092.0,2.0,43.0,2
5715,Parappana Agrahara,1194.0,2.0,45.0,2
5716,Parappana Agrahara,1200.0,1.0,45.0,1
5717,Parappana Agrahara,1194.0,2.0,46.0,2
5718,Parappana Agrahara,1194.0,2.0,47.0,2
5719,Parappana Agrahara,1194.0,2.0,47.0,2
5720,Parappana Agrahara,1194.0,2.0,46.0,2
5721,Parappana Agrahara,1194.0,2.0,46.0,2
5722,Pattandur Agrahara,1550.0,2.0,80.0,3
5723,Pattandur Agrahara,1025.0,2.0,44.5,2
5724,Pattandur Agrahara,875.0,2.0,33.0,2
5725,Pattandur Agrahara,1302.0,2.0,66.0,2
5726,Pattandur Agrahara,1550.0,2.0,80.0,3
5727,Pattandur Agrahara,1247.0,2.0,62.35,2
5728,Pattandur Agrahara,1350.0,2.0,68.0,2
5729,Poorna Pragna Layout,920.0,2.0,39.55,2
5730,Poorna Pragna Layout,1475.0,2.0,58.99,3
5731,Poorna Pragna Layout,1270.0,2.0,50.79,3
5732,Poorna Pragna Layout,1160.0,2.0,46.39,2
5733,Poorna Pragna Layout,1270.0,2.0,50.79,3
5734,Poorna Pragna Layout,1270.0,2.0,50.79,3
5735,Poorna Pragna Layout,965.0,2.0,48.0,2
5736,Poorna Pragna Layout,1355.0,2.0,58.25,3
5737,Poorna Pragna Layout,1355.0,2.0,58.27,3
5738,Poorna Pragna Layout,1475.0,2.0,58.99,3
5739,Poorna Pragna Layout,1270.0,2.0,50.79,3
5740,Poorna Pragna Layout,1160.0,2.0,46.39,2
5741,Poorna Pragna Layout,1270.0,2.0,50.79,3
5742,Poorna Pragna Layout,1160.0,2.0,46.39,2
5743,Poorna Pragna Layout,1475.0,2.0,58.99,3
5744,Poorna Pragna Layout,1270.0,2.0,50.79,3
5745,Poorna Pragna Layout,960.0,2.0,50.0,2
5746,Poorna Pragna Layout,1270.0,2.0,50.79,3
5747,Prithvi Layout,2028.0,4.0,162.0,4
5748,Prithvi Layout,1352.0,2.0,87.5,2
5749,Prithvi Layout,1190.0,2.0,68.0,2
5750,Prithvi Layout,1352.0,2.0,85.0,2
5751,Prithvi Layout,1352.0,2.0,75.0,2
5752,Prithvi Layout,946.0,3.0,140.0,3
5753,Prithvi Layout,2273.0,4.0,220.0,3
5754,Prithvi Layout,1620.0,3.0,65.0,3
5755,Prithvi Layout,1352.0,3.0,93.0,2
5756,Prithvi Layout,2273.0,4.0,192.0,3
5757,Prithvi Layout,1352.0,2.0,72.0,2
5758,Prithvi Layout,2100.0,3.0,125.0,3
5759,R.T. Nagar,1500.0,4.0,70.0,4
5760,R.T. Nagar,1200.0,2.0,120.0,2
5761,R.T. Nagar,1560.0,3.0,85.0,3
5762,R.T. Nagar,1040.0,2.0,46.0,2
5763,R.T. Nagar,1200.0,2.0,45.0,2
5764,R.T. Nagar,1235.0,2.0,65.0,2
5765,R.T. Nagar,800.0,1.0,170.0,2
5766,R.T. Nagar,1140.0,3.0,130.0,3
5767,R.T. Nagar,970.0,2.0,55.0,2
5768,R.T. Nagar,1560.0,3.0,125.0,3
5769,R.T. Nagar,1200.0,2.0,60.0,2
5770,R.T. Nagar,1380.0,2.0,50.0,3
5771,R.T. Nagar,1680.0,3.0,72.0,3
5772,R.T. Nagar,1400.0,2.0,78.0,3
5773,R.T. Nagar,1200.0,3.0,140.0,3
5774,R.T. Nagar,1100.0,3.0,125.0,2
5775,R.T. Nagar,1150.0,2.0,72.0,2
5776,R.T. Nagar,1500.0,2.0,230.0,2
5777,R.T. Nagar,1500.0,4.0,185.0,4
5778,R.T. Nagar,3600.0,8.0,165.0,9
5779,R.T. Nagar,1080.0,2.0,48.0,2
5780,R.T. Nagar,1325.0,2.0,52.0,2
5781,R.T. Nagar,1800.0,3.0,120.0,4
5782,R.T. Nagar,1300.0,3.0,145.0,3
5783,R.T. Nagar,1500.0,2.0,70.0,3
5784,R.T. Nagar,1100.0,2.0,85.0,2
5785,R.T. Nagar,1667.0,3.0,130.0,3
5786,Rachenahalli,1050.0,2.0,52.07,2
5787,Rachenahalli,1530.0,2.0,74.5,3
5788,Rachenahalli,1050.0,2.0,55.5,2
5789,Rachenahalli,996.0,2.0,67.0,2
5790,Rachenahalli,680.0,1.0,44.0,1
5791,Rachenahalli,1530.0,2.0,74.4,3
5792,Rachenahalli,1050.0,2.0,53.5,2
5793,Rachenahalli,1530.0,2.0,74.39,3
5794,Rachenahalli,1220.0,2.0,59.5,2
5795,Rachenahalli,1050.0,2.0,52.5,2
5796,Rachenahalli,1550.0,3.0,73.5,3
5797,Rachenahalli,2721.0,3.0,113.0,3
5798,Rachenahalli,1050.0,2.0,52.1,2
5799,Rachenahalli,1050.0,2.0,53.5,2
5800,Rachenahalli,1113.0,2.0,55.0,2
5801,Rachenahalli,1550.0,3.0,74.5,3
5802,Rachenahalli,1530.0,2.0,74.4,3
5803,Rachenahalli,1530.0,2.0,74.5,3
5804,Rachenahalli,680.0,1.0,32.64,1
5805,Rachenahalli,1050.0,2.0,52.5,2
5806,Rachenahalli,680.0,1.0,46.0,1
5807,Rachenahalli,1550.0,3.0,72.5,3
5808,Rachenahalli,1530.0,2.0,74.4,3
5809,Rachenahalli,690.0,1.0,39.8,1
5810,Rachenahalli,1200.0,2.0,50.0,2
5811,Rachenahalli,1050.0,2.0,47.25,2
5812,Rachenahalli,1050.0,2.0,55.5,2
5813,Rachenahalli,1100.0,2.0,68.0,2
5814,Rachenahalli,985.0,2.0,49.97,2
5815,Rachenahalli,1050.0,2.0,52.5,2
5816,Rachenahalli,1050.0,2.0,52.08,2
5817,Rachenahalli,1550.0,3.0,72.5,3
5818,Rachenahalli,1050.0,2.0,52.07,2
5819,Rachenahalli,1530.0,2.0,74.4,3
5820,Rachenahalli,1200.0,2.0,46.5,2
5821,Rachenahalli,1050.0,2.0,52.08,2
5822,Rachenahalli,985.0,2.0,49.97,2
5823,Rachenahalli,1856.0,3.0,106.0,3
5824,Rachenahalli,1050.0,2.0,52.5,2
5825,Rachenahalli,1167.0,2.0,37.5,2
5826,Rachenahalli,985.0,2.0,50.17,2
5827,Rachenahalli,925.0,2.0,37.0,2
5828,Rachenahalli,2600.0,3.0,160.0,3
5829,Rachenahalli,1756.0,3.0,110.0,3
5830,Rachenahalli,1550.0,3.0,68.5,3
5831,Rachenahalli,1550.0,2.0,73.5,3
5832,Rachenahalli,985.0,2.0,50.17,2
5833,Rachenahalli,1050.0,2.0,52.71,2
5834,Raja Rajeshwari Nagar,1540.0,3.0,60.0,3
5835,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
5836,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5837,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5838,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5839,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5840,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5841,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5842,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5843,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5844,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5845,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5846,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5847,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5848,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5849,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5850,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
5851,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5852,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
5853,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5854,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
5855,Raja Rajeshwari Nagar,1530.0,3.0,57.0,3
5856,Raja Rajeshwari Nagar,1530.0,3.0,61.2,3
5857,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5858,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
5859,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5860,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5861,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5862,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5863,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
5864,Raja Rajeshwari Nagar,1530.0,3.0,51.87,3
5865,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5866,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
5867,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
5868,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
5869,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3
5870,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5871,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
5872,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3
5873,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5874,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5875,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5876,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5877,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3
5878,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5879,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5880,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
5881,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5882,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5883,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5884,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5885,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5886,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5887,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5888,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5889,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5890,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5891,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5892,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5893,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5894,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5895,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3
5896,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5897,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5898,Raja Rajeshwari Nagar,1430.0,2.0,50.0,3
5899,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5900,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5901,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5902,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5903,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5904,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
5905,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5906,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5907,Raja Rajeshwari Nagar,1550.0,3.0,52.45,3
5908,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5909,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5910,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3
5911,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
5912,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
5913,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5914,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
5915,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
5916,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3
5917,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
5918,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5919,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5920,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3
5921,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5922,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3
5923,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5924,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5925,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5926,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
